timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 03:24:00,93.478,0.0,0,0.0,0.0,0.0
2014-04-10 03:29:00,94.126,0.0,0,0.0,0.0,0.0
2014-04-10 03:34:00,93.338,0.0,0,0.0,0.0,0.0
2014-04-10 03:39:00,93.458,0.0,0,0.0,0.0,0.0
2014-04-10 03:44:00,92.166,0.0,0,0.0,0.0,0.0
2014-04-10 03:49:00,91.584,0.0,0,0.0,0.0,0.0
2014-04-10 03:54:00,94.33,0.0,0,0.0,0.0,0.0
2014-04-10 03:59:00,95.084,0.0,0,0.0,0.0,0.0
2014-04-10 04:04:00,93.958,0.0,0,0.0,0.0,0.0
2014-04-10 04:09:00,94.714,0.0,0,0.0,0.0,0.0
2014-04-10 04:14:00,92.23200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 04:19:00,95.2,0.0,0,0.0,0.0,0.0
2014-04-10 04:24:00,92.458,0.0,0,0.0,0.0,0.0
2014-04-10 04:29:00,94.444,0.0,0,0.0,0.0,0.0
2014-04-10 04:34:00,86.736,0.0,0,0.0,0.0,0.0
2014-04-10 04:39:00,93.072,0.0,0,0.0,0.0,0.0
2014-04-10 04:44:00,95.876,0.0,0,0.0,0.0,0.0
2014-04-10 04:49:00,93.994,0.0,0,0.0,0.0,0.0
2014-04-10 04:54:00,94.104,0.0,0,0.0,0.0,0.0
2014-04-10 04:59:00,93.75,0.0,0,0.0,0.0,0.0
2014-04-10 05:04:00,90.852,0.0,0,0.0,0.0,0.0
2014-04-10 05:09:00,89.584,0.0,0,0.0,0.0,0.0
2014-04-10 05:14:00,94.542,0.0,0,0.0,0.0,0.0
2014-04-10 05:19:00,91.97399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 05:24:00,93.0,0.0,0,0.0,0.0,0.0
2014-04-10 05:29:00,92.262,0.0,0,0.0,0.0,0.0
2014-04-10 05:34:00,93.25,0.0,0,0.0,0.0,0.0
2014-04-10 05:39:00,93.624,0.0,0,0.0,0.0,0.0
2014-04-10 05:44:00,93.436,0.0,0,0.0,0.0,0.0
2014-04-10 05:49:00,92.774,0.0,0,0.0,0.0,0.0
2014-04-10 05:54:00,91.624,0.0,0,0.0,0.0,0.0
2014-04-10 05:59:00,93.042,0.0,0,0.0,0.0,0.0
2014-04-10 06:04:00,91.542,0.0,0,0.0,0.0,0.0
2014-04-10 06:09:00,93.74799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 06:14:00,93.042,0.0,0,0.0,0.0,0.0
2014-04-10 06:19:00,92.8,0.0,0,0.0,0.0,0.0
2014-04-10 06:24:00,90.11,0.0,0,0.0,0.0,0.0
2014-04-10 06:29:00,94.64399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 06:34:00,90.542,0.0,0,0.0,0.0,0.0
2014-04-10 06:39:00,93.292,0.0,0,0.0,0.0,0.0
2014-04-10 06:44:00,91.14,0.0,0,0.0,0.0,0.0
2014-04-10 06:49:00,91.126,0.0,0,0.0,0.0,0.0
2014-04-10 06:54:00,91.5,0.0,0,0.0,0.0,0.0
2014-04-10 06:59:00,95.042,0.0,0,0.0,0.0,0.0
2014-04-10 07:04:00,95.712,0.0,0,0.0,0.0,0.0
2014-04-10 07:09:00,91.506,0.0,0,0.0,0.0,0.0
2014-04-10 07:14:00,94.9625,0.0,0,0.0,0.0,0.0
2014-04-10 07:19:00,91.848,0.0,0,0.0,0.0,0.0
2014-04-10 07:24:00,92.416,0.0,0,0.0,0.0,0.0
2014-04-10 07:29:00,95.126,0.0,0,0.0,0.0,0.0
2014-04-10 07:34:00,93.584,0.0,0,0.0,0.0,0.0
2014-04-10 07:39:00,93.834,0.0,0,0.0,0.0,0.0
2014-04-10 07:44:00,94.708,0.0,0,0.0,0.0,0.0
2014-04-10 07:49:00,94.5,0.0,0,0.0,0.0,0.0
2014-04-10 07:54:00,93.45200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 07:59:00,88.086,0.0,0,0.0,0.0,0.0
2014-04-10 08:04:00,91.08,0.0,0,0.0,0.0,0.0
2014-04-10 08:09:00,89.584,0.0,0,0.0,0.0,0.0
2014-04-10 08:14:00,91.238,0.0,0,0.0,0.0,0.0
2014-04-10 08:19:00,91.932,0.0,0,0.0,0.0,0.0
2014-04-10 08:24:00,89.458,0.0,0,0.0,0.0,0.0
2014-04-10 08:29:00,87.75,0.0,0,0.0,0.0,0.0
2014-04-10 08:34:00,92.666,0.0,0,0.0,0.0,0.0
2014-04-10 08:39:00,94.5,0.0,0,0.0,0.0,0.0
2014-04-10 08:44:00,92.162,0.0,0,0.0,0.0,0.0
2014-04-10 08:49:00,92.648,0.0,0,0.0,0.0,0.0
2014-04-10 08:54:00,94.352,0.0,0,0.0,0.0,0.0
2014-04-10 08:59:00,92.916,0.0,0,0.0,0.0,0.0
2014-04-10 09:04:00,90.874,0.0,0,0.0,0.0,0.0
2014-04-10 09:09:00,92.334,0.0,0,0.0,0.0,0.0
2014-04-10 09:14:00,93.75,0.0,0,0.0,0.0,0.0
2014-04-10 09:19:00,93.77,0.0,0,0.0,0.0,0.0
2014-04-10 09:24:00,93.48,0.0,0,0.0,0.0,0.0
2014-04-10 09:29:00,94.22,0.0,0,0.0,0.0,0.0
2014-04-10 09:34:00,94.014,0.0,0,0.0,0.0,0.0
2014-04-10 09:39:00,94.666,0.0,0,0.0,0.0,0.0
2014-04-10 09:44:00,94.516,0.0,0,0.0,0.0,0.0
2014-04-10 09:49:00,96.75,0.0,0,0.0,0.0,0.0
2014-04-10 09:54:00,93.834,0.0,0,0.0,0.0,0.0
2014-04-10 09:59:00,91.666,0.0,0,0.0,0.0,0.0
2014-04-10 10:04:00,90.8,0.0,0,0.0,0.0,0.0
2014-04-10 10:09:00,96.042,0.0,0,0.0,0.0,0.0
2014-04-10 10:14:00,85.42200000000003,0.0,0,0.0,0.0,0.0
2014-04-10 10:19:00,91.73,0.0,0,0.0,0.0,0.0
2014-04-10 10:24:00,90.61,0.0,0,0.0,0.0,0.0
2014-04-10 10:29:00,90.25,0.0,0,0.0,0.0,0.0
2014-04-10 10:34:00,90.03399999999998,0.0,0,0.0,0.0,0.0
2014-04-10 10:39:00,89.33200000000002,0.0,0,0.0,0.0,0.0
2014-04-10 10:44:00,91.766,0.0,0,0.0,0.0,0.0
2014-04-10 10:49:00,94.084,0.0,0,0.0,0.0,0.0
2014-04-10 10:54:00,91.6525,0.0,0,0.0,0.0,0.0
2014-04-10 10:59:00,93.75,0.0,0,0.0,0.0,0.0
2014-04-10 11:04:00,93.71799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 11:09:00,94.11200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 11:14:00,93.46600000000001,0.0,0,0.0,0.0,0.0
2014-04-10 11:19:00,95.416,0.0,0,0.0,0.0,0.0
2014-04-10 11:24:00,94.5,0.0,0,0.0,0.0,0.0
2014-04-10 11:29:00,96.67399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 11:34:00,93.212,0.0,0,0.0,0.0,0.0
2014-04-10 11:39:00,91.166,0.0,0,0.0,0.0,0.0
2014-04-10 11:44:00,93.678,0.0,0,0.0,0.0,0.0
2014-04-10 11:49:00,93.55,0.0,0,0.0,0.0,0.0
2014-04-10 11:54:00,93.374,0.0,0,0.0,0.0,0.0
2014-04-10 11:59:00,95.554,0.0,0,0.0,0.0,0.0
2014-04-10 12:04:00,94.292,0.0,0,0.0,0.0,0.0
2014-04-10 12:09:00,90.164,0.0,0,0.0,0.0,0.0
2014-04-10 12:14:00,88.75,0.0,0,0.0,0.0,0.0
2014-04-10 12:19:00,92.458,0.0,0,0.0,0.0,0.0
2014-04-10 12:24:00,96.21,0.0,0,0.0,0.0,0.0
2014-04-10 12:29:00,91.646,0.0,0,0.0,0.0,0.0
2014-04-10 12:34:00,94.792,0.0,0,0.0,0.0,0.0
2014-04-10 12:39:00,92.53399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 12:44:00,89.084,0.0,0,0.0,0.0,0.0
2014-04-10 12:49:00,91.75,0.0,0,0.0,0.0,0.0
2014-04-10 12:54:00,92.75,0.0,0,0.0,0.0,0.0
2014-04-10 12:59:00,89.568,0.0,0,0.0,0.0,0.0
2014-04-10 13:04:00,90.65799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 13:09:00,88.024,0.0,0,0.0,0.0,0.0
2014-04-10 13:14:00,91.542,0.0,0,0.0,0.0,0.0
2014-04-10 13:19:00,94.25,0.0,0,0.0,0.0,0.0
2014-04-10 13:24:00,94.124,0.0,0,0.0,0.0,0.0
2014-04-10 13:29:00,91.708,0.0,0,0.0,0.0,0.0
2014-04-10 13:34:00,92.584,0.0,0,0.0,0.0,0.0
2014-04-10 13:39:00,92.63799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 13:44:00,93.794,0.0,0,0.0,0.0,0.0
2014-04-10 13:49:00,96.514,0.0,0,0.0,0.0,0.0
2014-04-10 13:54:00,95.20200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 13:59:00,96.18799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 14:04:00,89.3,0.0,0,0.0,0.0,0.0
2014-04-10 14:09:00,90.74600000000001,0.0,0,0.0,0.0,0.0
2014-04-10 14:14:00,88.25,0.0,0,0.0,0.0,0.0
2014-04-10 14:19:00,88.834,0.0,0,0.0,0.0,0.0
2014-04-10 14:24:00,89.834,0.0,0,0.0,0.0,0.0
2014-04-10 14:29:00,93.5,0.0,0,0.0,0.0,0.0
2014-04-10 14:34:00,95.5,0.0,0,0.0,0.0,0.0
2014-04-10 14:39:00,89.542,0.0,0,0.0,0.0,0.0
2014-04-10 14:44:00,89.052,0.0,0,0.0,0.0,0.0
2014-04-10 14:49:00,87.454,0.0,0,0.0,0.0,0.0
2014-04-10 14:54:00,86.876,0.0,0,0.0,0.0,0.0
2014-04-10 14:59:00,86.958,0.0,0,0.0,0.0,0.0
2014-04-10 15:04:00,89.928,0.0,0,0.0,0.0,0.0
2014-04-10 15:09:00,90.5,0.0,0,0.0,0.0,0.0
2014-04-10 15:14:00,90.124,0.0,0,0.0,0.0,0.0
2014-04-10 15:19:00,90.58,0.0,0,0.0,0.0,0.0
2014-04-10 15:24:00,92.0,0.0,0,0.0,0.0,0.0
2014-04-10 15:29:00,88.708,0.0,0,0.0,0.0,0.0
2014-04-10 15:34:00,89.962,0.0,0,0.0,0.0,0.0
2014-04-10 15:39:00,92.50200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 15:44:00,94.0,0.0,0,0.0,0.0,0.0
2014-04-10 15:49:00,94.804,0.0,0,0.0,0.0,0.0
2014-04-10 15:54:00,89.542,0.0,0,0.0,0.0,0.0
2014-04-10 15:59:00,94.0,0.0,0,0.0,0.0,0.0
2014-04-10 16:04:00,94.292,0.0,0,0.0,0.0,0.0
2014-04-10 16:09:00,93.916,0.0,0,0.0,0.0,0.0
2014-04-10 16:14:00,91.458,0.0,0,0.0,0.0,0.0
2014-04-10 16:19:00,92.14,0.0,0,0.0,0.0,0.0
2014-04-10 16:24:00,93.208,0.0,0,0.0,0.0,0.0
2014-04-10 16:29:00,96.292,0.0,0,0.0,0.0,0.0
2014-04-10 16:34:00,90.666,0.0,0,0.0,0.0,0.0
2014-04-10 16:39:00,89.458,0.0,0,0.0,0.0,0.0
2014-04-10 16:44:00,95.292,0.0,0,0.0,0.0,0.0
2014-04-10 16:49:00,95.626,0.0,0,0.0,0.0,0.0
2014-04-10 16:54:00,93.0,0.0,0,0.0,0.0,0.0
2014-04-10 16:59:00,93.75,0.0,0,0.0,0.0,0.0
2014-04-10 17:04:00,95.292,0.0,0,0.0,0.0,0.0
2014-04-10 17:09:00,95.208,0.0,0,0.0,0.0,0.0
2014-04-10 17:14:00,95.542,0.0,0,0.0,0.0,0.0
2014-04-10 17:19:00,93.0,0.0,0,0.0,0.0,0.0
2014-04-10 17:24:00,92.236,0.0,0,0.0,0.0,0.0
2014-04-10 17:29:00,94.25,0.0,0,0.0,0.0,0.0
2014-04-10 17:34:00,92.28200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 17:39:00,94.714,0.0,0,0.0,0.0,0.0
2014-04-10 17:44:00,94.126,0.0,0,0.0,0.0,0.0
2014-04-10 17:49:00,96.25,0.0,0,0.0,0.0,0.0
2014-04-10 17:54:00,93.834,0.0,0,0.0,0.0,0.0
2014-04-10 17:59:00,94.46,0.0,0,0.0,0.0,0.0
2014-04-10 18:04:00,95.542,0.0,0,0.0,0.0,0.0
2014-04-10 18:09:00,98.042,0.0,0,0.0,0.0,0.0
2014-04-10 18:14:00,95.766,0.0,0,0.0,0.0,0.0
2014-04-10 18:19:00,93.458,0.0,0,0.0,0.0,0.0
2014-04-10 18:24:00,92.85799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 18:29:00,95.584,0.0,0,0.0,0.0,0.0
2014-04-10 18:34:00,93.12799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 18:39:00,91.88799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 18:44:00,92.984,0.0,0,0.0,0.0,0.0
2014-04-10 18:49:00,94.32600000000001,0.0,0,0.0,0.0,0.0
2014-04-10 18:54:00,95.876,0.0,0,0.0,0.0,0.0
2014-04-10 18:59:00,93.584,0.0,0,0.0,0.0,0.0
2014-04-10 19:04:00,95.15799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 19:09:00,95.416,0.0,0,0.0,0.0,0.0
2014-04-10 19:14:00,93.166,0.0,0,0.0,0.0,0.0
2014-04-10 19:19:00,96.25,0.0,0,0.0,0.0,0.0
2014-04-10 19:24:00,93.376,0.0,0,0.0,0.0,0.0
2014-04-10 19:29:00,93.084,0.0,0,0.0,0.0,0.0
2014-04-10 19:34:00,93.146,0.0,0,0.0,0.0,0.0
2014-04-10 19:39:00,95.596,0.0,0,0.0,0.0,0.0
2014-04-10 19:44:00,94.336,0.0,0,0.0,0.0,0.0
2014-04-10 19:49:00,91.458,0.0,0,0.0,0.0,0.0
2014-04-10 19:54:00,93.292,0.0,0,0.0,0.0,0.0
2014-04-10 19:59:00,95.126,0.0,0,0.0,0.0,0.0
2014-04-10 20:04:00,92.976,0.0,0,0.0,0.0,0.0
2014-04-10 20:09:00,94.32600000000001,0.0,0,0.0,0.0,0.0
2014-04-10 20:14:00,89.538,0.0,0,0.0,0.0,0.0
2014-04-10 20:19:00,92.12799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 20:24:00,94.14399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 20:29:00,89.488,0.0,0,0.0,0.0,0.0
2014-04-10 20:34:00,90.314,0.0,0,0.0,0.0,0.0
2014-04-10 20:39:00,95.0,0.0,0,0.0,0.0,0.0
2014-04-10 20:44:00,93.208,0.0,0,0.0,0.0,0.0
2014-04-10 20:49:00,94.042,0.0,0,0.0,0.0,0.0
2014-04-10 20:54:00,92.626,0.0,0,0.0,0.0,0.0
2014-04-10 20:59:00,95.398,0.0,0,0.0,0.0,0.0
2014-04-10 21:04:00,93.52799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 21:09:00,93.5,0.0,0,0.0,0.0,0.0
2014-04-10 21:14:00,95.63,0.0,0,0.0,0.0,0.0
2014-04-10 21:19:00,93.292,0.0,0,0.0,0.0,0.0
2014-04-10 21:24:00,95.292,0.0,0,0.0,0.0,0.0
2014-04-10 21:29:00,95.01,0.0,0,0.0,0.0,0.0
2014-04-10 21:34:00,92.384,0.0,0,0.0,0.0,0.0
2014-04-10 21:39:00,93.75,0.0,0,0.0,0.0,0.0
2014-04-10 21:44:00,96.124,0.0,0,0.0,0.0,0.0
2014-04-10 21:49:00,93.42,0.0,0,0.0,0.0,0.0
2014-04-10 21:54:00,91.854,0.0,0,0.0,0.0,0.0
2014-04-10 21:59:00,90.5,0.0,0,0.0,0.0,0.0
2014-04-10 22:04:00,92.666,0.0,0,0.0,0.0,0.0
2014-04-10 22:09:00,93.956,0.0,0,0.0,0.0,0.0
2014-04-10 22:14:00,91.792,0.0,0,0.0,0.0,0.0
2014-04-10 22:19:00,95.0,0.0,0,0.0,0.0,0.0
2014-04-10 22:24:00,95.626,0.0,0,0.0,0.0,0.0
2014-04-10 22:29:00,95.084,0.0,0,0.0,0.0,0.0
2014-04-10 22:34:00,94.834,0.0,0,0.0,0.0,0.0
2014-04-10 22:39:00,95.566,0.0,0,0.0,0.0,0.0
2014-04-10 22:44:00,94.454,0.0,0,0.0,0.0,0.0
2014-04-10 22:49:00,95.0,0.0,0,0.0,0.0,0.0
2014-04-10 22:54:00,93.334,0.0,0,0.0,0.0,0.0
2014-04-10 22:59:00,94.10799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 23:04:00,93.596,0.0,0,0.0,0.0,0.0
2014-04-10 23:09:00,92.92200000000001,0.0,0,0.0,0.0,0.0
2014-04-10 23:14:00,92.414,0.0,0,0.0,0.0,0.0
2014-04-10 23:19:00,92.478,0.0,0,0.0,0.0,0.0
2014-04-10 23:24:00,92.22,0.0,0,0.0,0.0,0.0
2014-04-10 23:29:00,93.876,0.0,0,0.0,0.0,0.0
2014-04-10 23:34:00,95.58,0.0,0,0.0,0.0,0.0
2014-04-10 23:39:00,95.166,0.0,0,0.0,0.0,0.0
2014-04-10 23:44:00,94.5,0.0,0,0.0,0.0,0.0
2014-04-10 23:49:00,95.04799999999999,0.0,0,0.0,0.0,0.0
2014-04-10 23:54:00,93.42399999999999,0.0,0,0.0,0.0,0.0
2014-04-10 23:59:00,93.01,0.0,0,0.0,0.0,0.0
2014-04-11 00:04:00,93.774,0.0,0,0.0,0.0,0.0
2014-04-11 00:09:00,95.704,0.0,0,0.0,0.0,0.0
2014-04-11 00:14:00,95.21600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 00:19:00,93.572,0.0,0,0.0,0.0,0.0
2014-04-11 00:24:00,92.056,0.0,0,0.0,0.0,0.0
2014-04-11 00:29:00,93.904,0.0,0,0.0,0.0,0.0
2014-04-11 00:34:00,95.792,0.0,0,0.0,0.0,0.0
2014-04-11 00:39:00,93.374,0.0,0,0.0,0.0,0.0
2014-04-11 00:44:00,91.666,0.0,0,0.0,0.0,0.0
2014-04-11 00:49:00,95.708,0.0,0,0.0,0.0,0.0
2014-04-11 00:54:00,93.042,0.0,0,0.0,0.0,0.0
2014-04-11 00:59:00,96.0,0.0,0,0.0,0.0,0.0
2014-04-11 01:04:00,95.10799999999999,0.0,0,0.0,0.0,0.0
2014-04-11 01:09:00,93.77799999999999,0.0,0,0.0,0.0,0.0
2014-04-11 01:14:00,91.71600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 01:19:00,91.666,0.0,0,0.0,0.0,0.0
2014-04-11 01:24:00,95.75,0.0,0,0.0,0.0,0.0
2014-04-11 01:29:00,97.042,0.0,0,0.0,0.0,0.0
2014-04-11 01:34:00,93.624,0.0,0,0.0,0.0,0.0
2014-04-11 01:39:00,93.4,0.0,0,0.0,0.0,0.0
2014-04-11 01:44:00,89.75399999999998,0.0,0,0.0,0.0,0.0
2014-04-11 01:49:00,94.334,0.0,0,0.0,0.0,0.0
2014-04-11 01:54:00,96.522,0.0,0,0.0,0.0,0.0
2014-04-11 01:59:00,93.516,0.0,0,0.0,0.0,0.0
2014-04-11 02:04:00,95.25,0.0,0,0.0,0.0,0.0
2014-04-11 02:09:00,95.914,0.0,0,0.0,0.0,0.0
2014-04-11 02:14:00,97.084,0.0,0,0.0,0.0,0.0
2014-04-11 02:19:00,94.91799999999999,0.0,0,0.0,0.0,0.0
2014-04-11 02:24:00,93.766,0.0,0,0.0,0.0,0.0
2014-04-11 02:29:00,96.056,0.0,0,0.0,0.0,0.0
2014-04-11 02:34:00,96.376,0.0,0,0.0,0.0,0.0
2014-04-11 02:39:00,96.166,0.0,0,0.0,0.0,0.0
2014-04-11 02:44:00,94.166,0.0,0,0.0,0.0,0.0
2014-04-11 02:49:00,96.49600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 02:54:00,95.042,0.0,0,0.0,0.0,0.0
2014-04-11 02:59:00,95.584,0.0,0,0.0,0.0,0.0
2014-04-11 03:04:00,96.726,0.0,0,0.0,0.0,0.0
2014-04-11 03:09:00,96.056,0.0,0,0.0,0.0,0.0
2014-04-11 03:14:00,95.17200000000001,0.0,0,0.0,0.0,0.0
2014-04-11 03:19:00,93.876,0.0,0,0.0,0.0,0.0
2014-04-11 03:24:00,95.958,0.0,0,0.0,0.0,0.0
2014-04-11 03:29:00,95.708,0.0,0,0.0,0.0,0.0
2014-04-11 03:34:00,94.008,0.0,0,0.0,0.0,0.0
2014-04-11 03:39:00,92.084,0.0,0,0.0,0.0,0.0
2014-04-11 03:44:00,96.932,0.0,0,0.0,0.0,0.0
2014-04-11 03:49:00,92.79,0.0,0,0.0,0.0,0.0
2014-04-11 03:54:00,94.006,0.0,0,0.0,0.0,0.0
2014-04-11 03:59:00,94.874,0.0,0,0.0,0.0,0.0
2014-04-11 04:04:00,93.126,0.0,0,0.0,0.0,0.0
2014-04-11 04:09:00,95.834,0.0,0,0.0,0.0,0.0
2014-04-11 04:14:00,93.624,0.0,0,0.0,0.0,0.0
2014-04-11 04:19:00,95.554,0.0,0,0.0,0.0,0.0
2014-04-11 04:24:00,95.758,0.0,0,0.0,0.0,0.0
2014-04-11 04:29:00,95.402,0.0,0,0.0,0.0,0.0
2014-04-11 04:34:00,93.916,0.0,0,0.0,0.0,0.0
2014-04-11 04:39:00,98.042,0.0,0,0.0,0.0,0.0
2014-04-11 04:44:00,93.29,0.0,0,0.0,0.0,0.0
2014-04-11 04:49:00,92.792,0.0,0,0.0,0.0,0.0
2014-04-11 04:54:00,97.374,0.0,0,0.0,0.0,0.0
2014-04-11 04:59:00,97.374,0.0,0,0.0,0.0,0.0
2014-04-11 05:04:00,96.38600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 05:09:00,95.584,0.0,0,0.0,0.0,0.0
2014-04-11 05:14:00,96.618,0.0,0,0.0,0.0,0.0
2014-04-11 05:19:00,94.5,0.0,0,0.0,0.0,0.0
2014-04-11 05:24:00,93.792,0.0,0,0.0,0.0,0.0
2014-04-11 05:29:00,96.084,0.0,0,0.0,0.0,0.0
2014-04-11 05:34:00,97.584,0.0,0,0.0,0.0,0.0
2014-04-11 05:39:00,97.21600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 05:44:00,92.916,0.0,0,0.0,0.0,0.0
2014-04-11 05:49:00,97.042,0.0,0,0.0,0.0,0.0
2014-04-11 05:54:00,97.166,0.0,0,0.0,0.0,0.0
2014-04-11 05:59:00,94.852,0.0,0,0.0,0.0,0.0
2014-04-11 06:04:00,92.626,0.0,0,0.0,0.0,0.0
2014-04-11 06:09:00,96.916,0.0,0,0.0,0.0,0.0
2014-04-11 06:14:00,95.416,0.0,0,0.0,0.0,0.0
2014-04-11 06:19:00,92.77,0.0,0,0.0,0.0,0.0
2014-04-11 06:24:00,93.626,0.0,0,0.0,0.0,0.0
2014-04-11 06:29:00,95.708,0.0,0,0.0,0.0,0.0
2014-04-11 06:34:00,94.52799999999999,0.0,0,0.0,0.0,0.0
2014-04-11 06:39:00,93.56200000000001,0.0,0,0.0,0.0,0.0
2014-04-11 06:44:00,94.102,0.0,0,0.0,0.0,0.0
2014-04-11 06:49:00,93.986,0.0,0,0.0,0.0,0.0
2014-04-11 06:54:00,94.584,0.0,0,0.0,0.0,0.0
2014-04-11 06:59:00,92.22399999999999,0.0,0,0.0,0.0,0.0
2014-04-11 07:04:00,92.958,0.0,0,0.0,0.0,0.0
2014-04-11 07:09:00,93.042,0.0,0,0.0,0.0,0.0
2014-04-11 07:14:00,88.542,0.0,0,0.0,0.0,0.0
2014-04-11 07:19:00,92.042,0.0,0,0.0,0.0,0.0
2014-04-11 07:24:00,94.542,0.0,0,0.0,0.0,0.0
2014-04-11 07:29:00,95.958,0.0,0,0.0,0.0,0.0
2014-04-11 07:34:00,96.876,0.0,0,0.0,0.0,0.0
2014-04-11 07:39:00,94.708,0.0,0,0.0,0.0,0.0
2014-04-11 07:44:00,94.0,0.0,0,0.0,0.0,0.0
2014-04-11 07:49:00,93.958,0.0,0,0.0,0.0,0.0
2014-04-11 07:54:00,95.34200000000001,0.0,0,0.0,0.0,0.0
2014-04-11 07:59:00,91.304,0.0,0,0.0,0.0,0.0
2014-04-11 08:04:00,92.352,0.0,0,0.0,0.0,0.0
2014-04-11 08:09:00,90.41,0.0,0,0.0,0.0,0.0
2014-04-11 08:14:00,92.476,0.0,0,0.0,0.0,0.0
2014-04-11 08:19:00,94.71600000000001,0.0,0,0.0,0.0,0.0
2014-04-11 08:24:00,94.542,0.0,0,0.0,0.0,0.0
2014-04-11 08:29:00,93.042,0.0,0,0.0,0.0,0.0
2014-04-11 08:34:00,91.292,0.0,0,0.0,0.0,0.0
